location_id,latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
0,35.676624,51.42857,1183.0,0,GMT,GMT
1,34.622143,50.909092,933.0,0,GMT,GMT
2,37.293495,49.53581,4.0,0,GMT,GMT

location_id,time,sunrise (iso8601),sunset (iso8601),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),daylight_duration (s)
1,2023-04-19,2023-04-19T02:00,2023-04-19T15:11,0.00,0.00,0.00,27.6,11.8,21.5,47467.09
1,2023-04-20,2023-04-20T01:58,2023-04-20T15:11,0.00,0.00,0.00,29.9,15.6,23.8,47588.91
1,2023-04-21,2023-04-21T01:57,2023-04-21T15:12,0.00,0.00,0.00,32.4,20.1,26.1,47709.86
1,2023-04-22,2023-04-22T01:56,2023-04-22T15:13,1.40,1.40,0.00,31.1,19.0,24.7,47829.86
1,2023-04-23,2023-04-23T01:55,2023-04-23T15:14,0.00,0.00,0.00,30.6,17.6,24.8,47948.78
1,2023-04-24,2023-04-24T01:54,2023-04-24T15:14,0.00,0.00,0.00,30.9,16.4,25.4,48066.55
1,2023-04-25,2023-04-25T01:52,2023-04-25T15:15,0.40,0.40,0.00,30.6,18.5,23.9,48183.04
1,2023-04-26,2023-04-26T01:51,2023-04-26T15:16,0.00,0.00,0.00,27.9,15.5,22.6,48298.16
1,2023-04-27,2023-04-27T01:50,2023-04-27T15:17,0.00,0.00,0.00,28.9,16.6,23.0,48411.80
1,2023-04-28,2023-04-28T01:49,2023-04-28T15:18,0.00,0.00,0.00,29.4,15.0,23.9,48524.01
1,2023-04-29,2023-04-29T01:48,2023-04-29T15:18,0.00,0.00,0.00,31.7,16.8,25.3,48635.62
1,2023-04-30,2023-04-30T01:47,2023-04-30T15:19,0.00,0.00,0.00,32.2,19.1,26.2,48746.71
1,2023-05-01,2023-05-01T01:46,2023-05-01T15:20,2.00,2.00,0.00,31.0,17.6,22.6,48857.20
1,2023-05-02,2023-05-02T01:45,2023-05-02T15:21,0.00,0.00,0.00,27.2,16.1,21.1,48966.98
1,2023-05-03,2023-05-03T01:44,2023-05-03T15:22,0.00,0.00,0.00,30.6,13.4,21.6,49075.96
1,2023-05-04,2023-05-04T01:43,2023-05-04T15:22,0.00,0.00,0.00,24.7,11.9,17.5,49184.06
1,2023-05-05,2023-05-05T01:42,2023-05-05T15:23,0.00,0.00,0.00,26.1,11.7,20.2,49291.18
1,2023-05-06,2023-05-06T01:41,2023-05-06T15:24,0.00,0.00,0.00,29.5,13.3,22.9,49397.21
1,2023-05-07,2023-05-07T01:40,2023-05-07T15:25,0.00,0.00,0.00,32.5,15.8,25.4,49502.05
1,2023-05-08,2023-05-08T01:39,2023-05-08T15:26,0.00,0.00,0.00,35.7,17.7,27.8,49605.62
1,2023-05-09,2023-05-09T01:38,2023-05-09T15:26,1.40,1.40,0.00,32.0,17.9,24.7,49707.79
1,2023-05-10,2023-05-10T01:37,2023-05-10T15:27,0.50,0.50,0.00,28.7,16.9,22.7,49808.48
1,2023-05-11,2023-05-11T01:37,2023-05-11T15:28,0.00,0.00,0.00,30.1,14.7,23.9,49907.57
1,2023-05-12,2023-05-12T01:36,2023-05-12T15:29,0.00,0.00,0.00,32.8,19.1,27.2,50004.95
1,2023-05-13,2023-05-13T01:35,2023-05-13T15:30,0.00,0.00,0.00,35.2,19.8,28.4,50100.50
1,2023-05-14,2023-05-14T01:34,2023-05-14T15:30,0.00,0.00,0.00,34.1,17.1,25.9,50194.13
1,2023-05-15,2023-05-15T01:33,2023-05-15T15:31,0.00,0.00,0.00,33.0,12.7,20.6,50285.72
1,2023-05-16,2023-05-16T01:33,2023-05-16T15:32,0.00,0.00,0.00,25.9,12.4,18.9,50375.14
1,2023-05-17,2023-05-17T01:32,2023-05-17T15:33,0.00,0.00,0.00,27.3,11.6,20.8,50462.29
1,2023-05-18,2023-05-18T01:31,2023-05-18T15:33,0.00,0.00,0.00,35.2,15.6,26.9,50547.18
1,2023-05-19,2023-05-19T01:31,2023-05-19T15:34,0.00,0.00,0.00,34.7,21.2,29.1,50630.49
1,2023-05-20,2023-05-20T01:30,2023-05-20T15:35,0.40,0.40,0.00,35.1,22.4,28.6,50712.30
1,2023-05-21,2023-05-21T01:29,2023-05-21T15:36,0.00,0.00,0.00,32.6,19.5,26.3,50792.52
1,2023-05-22,2023-05-22T01:29,2023-05-22T15:36,0.00,0.00,0.00,35.3,18.4,27.7,50871.05
1,2023-05-23,2023-05-23T01:28,2023-05-23T15:37,0.00,0.00,0.00,34.4,22.1,29.2,50947.84
1,2023-05-24,2023-05-24T01:28,2023-05-24T15:38,0.00,0.00,0.00,36.5,21.6,30.2,51022.80
1,2023-05-25,2023-05-25T01:27,2023-05-25T15:39,0.10,0.10,0.00,37.1,25.2,30.9,51095.83
1,2023-05-26,2023-05-26T01:27,2023-05-26T15:39,0.00,0.00,0.00,34.0,23.2,28.3,51166.85
1,2023-05-27,2023-05-27T01:26,2023-05-27T15:40,0.00,0.00,0.00,35.0,22.7,29.4,51235.79
1,2023-05-28,2023-05-28T01:26,2023-05-28T15:41,0.00,0.00,0.00,34.8,21.5,29.5,51302.55
1,2023-05-29,2023-05-29T01:25,2023-05-29T15:41,0.00,0.00,0.00,36.6,22.6,31.0,51367.05
1,2023-05-30,2023-05-30T01:25,2023-05-30T15:42,0.00,0.00,0.00,38.0,24.3,31.5,51429.20
1,2023-05-31,2023-05-31T01:25,2023-05-31T15:43,1.60,1.60,0.00,33.4,22.7,28.6,51488.92
1,2023-06-01,2023-06-01T01:24,2023-06-01T15:43,0.00,0.00,0.00,37.5,21.5,30.4,51546.11
1,2023-06-02,2023-06-02T01:24,2023-06-02T15:44,0.00,0.00,0.00,34.9,23.3,30.3,51600.70
1,2023-06-03,2023-06-03T01:24,2023-06-03T15:44,0.00,0.00,0.00,35.9,23.1,30.7,51652.59
1,2023-06-04,2023-06-04T01:23,2023-06-04T15:45,0.00,0.00,0.00,36.2,23.1,30.9,51701.69
1,2023-06-05,2023-06-05T01:23,2023-06-05T15:46,0.00,0.00,0.00,38.5,24.3,31.6,51747.92
1,2023-06-06,2023-06-06T01:23,2023-06-06T15:46,0.00,0.00,0.00,36.3,23.5,30.3,51791.19
1,2023-06-07,2023-06-07T01:23,2023-06-07T15:47,0.10,0.10,0.00,33.6,24.0,27.9,51831.48
1,2023-06-08,2023-06-08T01:23,2023-06-08T15:47,0.90,0.90,0.00,32.4,20.4,25.5,51869.14
1,2023-06-09,2023-06-09T01:23,2023-06-09T15:48,0.00,0.00,0.00,29.6,18.5,25.0,51904.21
1,2023-06-10,2023-06-10T01:22,2023-06-10T15:48,0.00,0.00,0.00,33.6,20.4,28.0,51936.65
1,2023-06-11,2023-06-11T01:22,2023-06-11T15:48,0.30,0.30,0.00,36.6,23.2,29.8,51966.45
1,2023-06-12,2023-06-12T01:22,2023-06-12T15:49,0.00,0.00,0.00,36.5,22.4,31.1,51993.58
1,2023-06-13,2023-06-13T01:22,2023-06-13T15:49,0.00,0.00,0.00,39.1,24.8,33.0,52018.02
1,2023-06-14,2023-06-14T01:22,2023-06-14T15:50,0.00,0.00,0.00,39.1,25.7,33.6,52039.75
1,2023-06-15,2023-06-15T01:22,2023-06-15T15:50,0.00,0.00,0.00,38.0,26.0,32.6,52058.74
1,2023-06-16,2023-06-16T01:23,2023-06-16T15:50,0.00,0.00,0.00,38.1,24.9,31.5,52074.99
1,2023-06-17,2023-06-17T01:23,2023-06-17T15:51,0.00,0.00,0.00,38.7,23.8,32.1,52088.46
1,2023-06-18,2023-06-18T01:23,2023-06-18T15:51,0.00,0.00,0.00,40.3,25.1,33.8,52099.15
1,2023-06-19,2023-06-19T01:23,2023-06-19T15:51,0.00,0.00,0.00,40.3,25.1,32.8,52107.04
1,2023-06-20,2023-06-20T01:23,2023-06-20T15:52,0.00,0.00,0.00,39.4,23.5,32.4,52112.10
1,2023-06-21,2023-06-21T01:23,2023-06-21T15:52,0.00,0.00,0.00,38.7,23.7,31.6,52114.34
1,2023-06-22,2023-06-22T01:24,2023-06-22T15:52,0.00,0.00,0.00,37.8,22.4,30.8,52113.72
1,2023-06-23,2023-06-23T01:24,2023-06-23T15:52,0.00,0.00,0.00,36.9,23.2,30.3,52110.25
1,2023-06-24,2023-06-24T01:24,2023-06-24T15:53,0.00,0.00,0.00,36.8,23.1,29.9,52103.92
1,2023-06-25,2023-06-25T01:24,2023-06-25T15:53,0.00,0.00,0.00,35.5,22.1,29.3,52094.71
1,2023-06-26,2023-06-26T01:25,2023-06-26T15:53,0.00,0.00,0.00,36.0,24.0,30.7,52082.61
1,2023-06-27,2023-06-27T01:25,2023-06-27T15:53,0.00,0.00,0.00,40.5,23.6,33.6,52067.59
1,2023-06-28,2023-06-28T01:25,2023-06-28T15:53,0.00,0.00,0.00,40.4,26.0,33.9,52049.49
1,2023-06-29,2023-06-29T01:26,2023-06-29T15:53,0.00,0.00,0.00,39.8,25.3,33.3,52028.32
1,2023-06-30,2023-06-30T01:26,2023-06-30T15:53,0.00,0.00,0.00,42.0,27.0,34.7,52004.16
1,2023-07-01,2023-07-01T01:26,2023-07-01T15:53,0.00,0.00,0.00,41.1,26.0,33.7,51977.05
1,2023-07-02,2023-07-02T01:27,2023-07-02T15:53,0.00,0.00,0.00,38.2,24.1,31.8,51947.06
1,2023-07-03,2023-07-03T01:27,2023-07-03T15:53,0.00,0.00,0.00,39.2,24.8,33.0,51914.26
1,2023-07-04,2023-07-04T01:28,2023-07-04T15:53,0.00,0.00,0.00,39.3,27.1,34.1,51878.70
1,2023-07-05,2023-07-05T01:28,2023-07-05T15:52,0.00,0.00,0.00,39.3,27.8,33.4,51840.44
1,2023-07-06,2023-07-06T01:29,2023-07-06T15:52,0.00,0.00,0.00,37.4,26.6,32.1,51799.55
1,2023-07-07,2023-07-07T01:29,2023-07-07T15:52,0.00,0.00,0.00,37.7,26.3,32.5,51756.11
1,2023-07-08,2023-07-08T01:30,2023-07-08T15:52,0.00,0.00,0.00,39.1,25.5,33.4,51710.17
1,2023-07-09,2023-07-09T01:30,2023-07-09T15:52,0.00,0.00,0.00,41.4,26.3,34.6,51661.79
1,2023-07-10,2023-07-10T01:31,2023-07-10T15:51,0.00,0.00,0.00,40.5,25.6,34.5,51611.04
1,2023-07-11,2023-07-11T01:32,2023-07-11T15:51,0.00,0.00,0.00,41.7,28.4,35.8,51557.99
1,2023-07-12,2023-07-12T01:32,2023-07-12T15:51,0.00,0.00,0.00,42.6,26.4,34.9,51502.70
1,2023-07-13,2023-07-13T01:33,2023-07-13T15:50,0.00,0.00,0.00,41.9,26.2,34.9,51445.24
1,2023-07-14,2023-07-14T01:33,2023-07-14T15:50,0.00,0.00,0.00,40.8,28.8,35.1,51385.67
1,2023-07-15,2023-07-15T01:34,2023-07-15T15:50,0.00,0.00,0.00,43.6,26.5,36.1,51324.06
1,2023-07-16,2023-07-16T01:35,2023-07-16T15:49,0.00,0.00,0.00,42.2,27.1,34.7,51260.47
1,2023-07-17,2023-07-17T01:35,2023-07-17T15:49,0.00,0.00,0.00,39.7,24.9,32.1,51194.86
1,2023-07-18,2023-07-18T01:36,2023-07-18T15:48,0.00,0.00,0.00,37.4,23.1,30.7,51126.64
1,2023-07-19,2023-07-19T01:37,2023-07-19T15:48,0.00,0.00,0.00,38.2,24.3,32.1,51055.80
1,2023-07-20,2023-07-20T01:37,2023-07-20T15:47,0.00,0.00,0.00,40.4,27.7,35.0,50982.45
1,2023-07-21,2023-07-21T01:38,2023-07-21T15:47,0.00,0.00,0.00,40.6,30.2,35.6,50906.72
1,2023-07-22,2023-07-22T01:39,2023-07-22T15:46,0.00,0.00,0.00,41.6,29.9,36.4,50828.70
1,2023-07-23,2023-07-23T01:39,2023-07-23T15:45,0.00,0.00,0.00,40.4,30.5,35.6,50748.49
1,2023-07-24,2023-07-24T01:40,2023-07-24T15:45,0.00,0.00,0.00,40.9,29.0,35.4,50666.22
1,2023-07-25,2023-07-25T01:41,2023-07-25T15:44,0.00,0.00,0.00,42.3,28.2,35.7,50581.98
1,2023-07-26,2023-07-26T01:41,2023-07-26T15:43,0.00,0.00,0.00,41.1,27.5,34.8,50495.89
1,2023-07-27,2023-07-27T01:42,2023-07-27T15:43,0.00,0.00,0.00,38.8,26.1,33.1,50408.04
1,2023-07-28,2023-07-28T01:43,2023-07-28T15:42,0.00,0.00,0.00,40.5,27.4,34.8,50318.52
1,2023-07-29,2023-07-29T01:44,2023-07-29T15:41,0.00,0.00,0.00,42.0,27.7,35.9,50227.45
1,2023-07-30,2023-07-30T01:44,2023-07-30T15:40,0.00,0.00,0.00,39.3,29.4,34.5,50134.93
1,2023-07-31,2023-07-31T01:45,2023-07-31T15:39,0.00,0.00,0.00,40.1,27.9,34.5,50041.04
1,2023-08-01,2023-08-01T01:46,2023-08-01T15:39,0.00,0.00,0.00,40.6,27.7,35.0,49945.89
1,2023-08-02,2023-08-02T01:47,2023-08-02T15:38,0.00,0.00,0.00,41.9,27.9,36.0,49849.57
1,2023-08-03,2023-08-03T01:47,2023-08-03T15:37,0.00,0.00,0.00,43.1,29.3,37.2,49752.18
1,2023-08-04,2023-08-04T01:48,2023-08-04T15:36,0.00,0.00,0.00,42.2,28.3,36.0,49653.79
1,2023-08-05,2023-08-05T01:49,2023-08-05T15:35,0.00,0.00,0.00,41.2,26.9,35.0,49554.51
1,2023-08-06,2023-08-06T01:50,2023-08-06T15:34,0.00,0.00,0.00,40.9,27.2,35.0,49454.27
1,2023-08-07,2023-08-07T01:50,2023-08-07T15:33,0.00,0.00,0.00,41.0,30.6,35.9,49352.29
1,2023-08-08,2023-08-08T01:51,2023-08-08T15:32,0.00,0.00,0.00,39.6,26.6,33.6,49248.52
1,2023-08-09,2023-08-09T01:52,2023-08-09T15:31,0.00,0.00,0.00,37.9,24.7,32.0,49143.08
1,2023-08-10,2023-08-10T01:53,2023-08-10T15:30,0.00,0.00,0.00,38.0,25.3,32.6,49036.07
1,2023-08-11,2023-08-11T01:53,2023-08-11T15:29,0.00,0.00,0.00,38.1,24.5,32.2,48927.62
1,2023-08-12,2023-08-12T01:54,2023-08-12T15:28,0.00,0.00,0.00,38.7,24.7,32.8,48817.82
1,2023-08-13,2023-08-13T01:55,2023-08-13T15:27,0.00,0.00,0.00,37.4,25.7,31.8,48706.77
1,2023-08-14,2023-08-14T01:56,2023-08-14T15:26,0.00,0.00,0.00,35.9,24.4,30.6,48594.58
1,2023-08-15,2023-08-15T01:56,2023-08-15T15:25,0.00,0.00,0.00,34.8,22.8,29.2,48481.36
1,2023-08-16,2023-08-16T01:57,2023-08-16T15:23,0.00,0.00,0.00,35.8,20.9,28.9,48367.18
1,2023-08-17,2023-08-17T01:58,2023-08-17T15:22,0.00,0.00,0.00,36.9,19.3,29.6,48252.16
1,2023-08-18,2023-08-18T01:59,2023-08-18T15:21,0.00,0.00,0.00,38.6,20.2,31.1,48136.40
1,2023-08-19,2023-08-19T01:59,2023-08-19T15:20,0.00,0.00,0.00,38.8,23.1,32.2,48019.97
1,2023-08-20,2023-08-20T02:00,2023-08-20T15:19,0.00,0.00,0.00,38.0,24.4,32.0,47902.98
1,2023-08-21,2023-08-21T02:01,2023-08-21T15:17,0.00,0.00,0.00,36.9,24.0,31.1,47785.50
1,2023-08-22,2023-08-22T02:01,2023-08-22T15:16,0.00,0.00,0.00,39.1,23.8,32.4,47667.64
1,2023-08-23,2023-08-23T02:02,2023-08-23T15:15,0.00,0.00,0.00,40.8,24.7,33.7,47549.47
1,2023-08-24,2023-08-24T02:03,2023-08-24T15:14,0.00,0.00,0.00,39.6,25.9,33.2,47431.09
1,2023-08-25,2023-08-25T02:04,2023-08-25T15:12,0.00,0.00,0.00,39.7,23.6,32.5,47312.58
1,2023-08-26,2023-08-26T02:04,2023-08-26T15:11,0.00,0.00,0.00,37.9,23.7,30.7,47193.86
1,2023-08-27,2023-08-27T02:05,2023-08-27T15:10,0.00,0.00,0.00,34.8,22.5,29.1,47074.09
1,2023-08-28,2023-08-28T02:06,2023-08-28T15:09,0.00,0.00,0.00,35.0,22.9,29.3,46953.25
1,2023-08-29,2023-08-29T02:07,2023-08-29T15:07,0.00,0.00,0.00,38.1,21.4,31.6,46831.38
1,2023-08-30,2023-08-30T02:07,2023-08-30T15:06,0.00,0.00,0.00,38.9,24.1,31.2,46708.61
1,2023-08-31,2023-08-31T02:08,2023-08-31T15:05,0.00,0.00,0.00,34.1,22.2,28.8,46585.02
1,2023-09-01,2023-09-01T02:09,2023-09-01T15:03,0.00,0.00,0.00,37.3,23.8,30.7,46460.69
1,2023-09-02,2023-09-02T02:09,2023-09-02T15:02,0.00,0.00,0.00,38.5,24.5,31.4,46335.71
1,2023-09-03,2023-09-03T02:10,2023-09-03T15:01,0.00,0.00,0.00,39.2,24.3,32.3,46210.16
1,2023-09-04,2023-09-04T02:11,2023-09-04T14:59,0.00,0.00,0.00,38.6,25.5,32.3,46084.14
1,2023-09-05,2023-09-05T02:12,2023-09-05T14:58,0.00,0.00,0.00,39.7,24.9,33.1,45957.72
1,2023-09-06,2023-09-06T02:12,2023-09-06T14:56,0.00,0.00,0.00,39.6,25.4,33.4,45830.99
1,2023-09-07,2023-09-07T02:13,2023-09-07T14:55,0.00,0.00,0.00,39.3,27.1,33.1,45704.02
1,2023-09-08,2023-09-08T02:14,2023-09-08T14:54,0.00,0.00,0.00,39.1,25.3,32.2,45576.90
1,2023-09-09,2023-09-09T02:14,2023-09-09T14:52,0.00,0.00,0.00,40.0,24.8,32.6,45449.70
1,2023-09-10,2023-09-10T02:15,2023-09-10T14:51,0.00,0.00,0.00,39.0,22.5,31.2,45322.50
1,2023-09-11,2023-09-11T02:16,2023-09-11T14:49,0.00,0.00,0.00,35.2,21.2,28.5,45195.38
1,2023-09-12,2023-09-12T02:17,2023-09-12T14:48,0.00,0.00,0.00,36.4,21.6,30.1,45068.42
1,2023-09-13,2023-09-13T02:17,2023-09-13T14:47,0.00,0.00,0.00,39.1,23.1,31.3,44941.69
1,2023-09-14,2023-09-14T02:18,2023-09-14T14:45,0.00,0.00,0.00,37.0,21.3,29.0,44815.27
1,2023-09-15,2023-09-15T02:19,2023-09-15T14:44,0.00,0.00,0.00,32.7,20.1,26.6,44689.07
1,2023-09-16,2023-09-16T02:19,2023-09-16T14:42,0.00,0.00,0.00,31.5,19.2,26.1,44562.25
1,2023-09-17,2023-09-17T02:20,2023-09-17T14:41,0.00,0.00,0.00,33.4,18.8,26.9,44434.75
1,2023-09-18,2023-09-18T02:21,2023-09-18T14:40,0.00,0.00,0.00,33.2,19.7,26.6,44306.63
1,2023-09-19,2023-09-19T02:22,2023-09-19T14:38,0.00,0.00,0.00,31.4,17.8,24.7,44178.00
1,2023-09-20,2023-09-20T02:22,2023-09-20T14:37,0.00,0.00,0.00,31.0,17.9,25.1,44048.91
1,2023-09-21,2023-09-21T02:23,2023-09-21T14:35,0.00,0.00,0.00,32.0,18.2,25.4,43919.47
1,2023-09-22,2023-09-22T02:24,2023-09-22T14:34,0.00,0.00,0.00,32.6,17.7,25.4,43789.75
1,2023-09-23,2023-09-23T02:24,2023-09-23T14:32,0.00,0.00,0.00,32.6,17.6,25.4,43659.82
2,2022-09-23,2022-09-23T02:30,2022-09-23T14:38,0.00,0.00,0.00,30.9,20.7,25.8,43642.27
2,2022-09-24,2022-09-24T02:31,2022-09-24T14:36,2.60,2.60,0.00,26.5,22.1,24.0,43499.95
2,2022-09-25,2022-09-25T02:32,2022-09-25T14:35,47.50,47.50,0.00,22.9,16.8,18.8,43357.23
2,2022-09-26,2022-09-26T02:32,2022-09-26T14:33,4.80,4.80,0.00,21.3,17.5,19.1,43214.19
2,2022-09-27,2022-09-27T02:33,2022-09-27T14:32,0.00,0.00,0.00,24.9,17.9,20.6,43070.94
2,2022-09-28,2022-09-28T02:34,2022-09-28T14:30,0.00,0.00,0.00,27.8,18.0,22.4,42927.55
2,2022-09-29,2022-09-29T02:35,2022-09-29T14:28,2.00,2.00,0.00,27.3,19.1,23.1,42784.12
2,2022-09-30,2022-09-30T02:36,2022-09-30T14:27,0.30,0.30,0.00,25.4,16.8,21.5,42640.75
2,2022-10-01,2022-10-01T02:37,2022-10-01T14:25,0.00,0.00,0.00,24.9,17.7,20.9,42497.51
2,2022-10-02,2022-10-02T02:38,2022-10-02T14:24,0.10,0.10,0.00,25.2,17.5,21.2,42354.51
2,2022-10-03,2022-10-03T02:38,2022-10-03T14:22,0.00,0.00,0.00,27.0,16.6,22.1,42211.83
2,2022-10-04,2022-10-04T02:39,2022-10-04T14:21,0.00,0.00,0.00,28.3,19.8,23.3,42069.57
2,2022-10-05,2022-10-05T02:40,2022-10-05T14:19,0.00,0.00,0.00,27.5,18.8,22.4,41927.82
2,2022-10-06,2022-10-06T02:41,2022-10-06T14:18,1.00,1.00,0.00,25.5,20.0,22.2,41786.67
2,2022-10-07,2022-10-07T02:42,2022-10-07T14:16,2.90,2.90,0.00,22.3,19.6,20.8,41646.22
2,2022-10-08,2022-10-08T02:43,2022-10-08T14:15,2.40,2.40,0.00,24.8,19.2,21.2,41506.57
2,2022-10-09,2022-10-09T02:44,2022-10-09T14:14,0.00,0.00,0.00,25.8,18.1,21.1,41367.80
2,2022-10-10,2022-10-10T02:45,2022-10-10T14:12,0.20,0.20,0.00,28.6,17.8,21.8,41229.85
2,2022-10-11,2022-10-11T02:46,2022-10-11T14:11,0.00,0.00,0.00,25.7,17.5,21.4,41091.64
2,2022-10-12,2022-10-12T02:46,2022-10-12T14:09,2.10,2.10,0.00,22.4,17.7,19.9,40953.11
2,2022-10-13,2022-10-13T02:47,2022-10-13T14:08,6.00,6.00,0.00,21.3,18.6,19.7,40814.35
2,2022-10-14,2022-10-14T02:48,2022-10-14T14:07,1.20,1.20,0.00,21.1,18.4,19.4,40675.47
2,2022-10-15,2022-10-15T02:49,2022-10-15T14:05,0.20,0.20,0.00,23.3,18.9,20.3,40536.58
2,2022-10-16,2022-10-16T02:50,2022-10-16T14:04,2.90,2.90,0.00,24.1,19.4,21.0,40397.77
2,2022-10-17,2022-10-17T02:51,2022-10-17T14:02,8.70,8.70,0.00,20.6,18.6,19.5,40259.17
2,2022-10-18,2022-10-18T02:52,2022-10-18T14:01,20.60,20.60,0.00,19.5,16.9,18.3,40120.87
2,2022-10-19,2022-10-19T02:53,2022-10-19T14:00,1.30,1.30,0.00,21.3,14.5,17.7,39982.99
2,2022-10-20,2022-10-20T02:54,2022-10-20T13:58,0.00,0.00,0.00,28.6,14.4,21.2,39845.64
2,2022-10-21,2022-10-21T02:55,2022-10-21T13:57,7.20,7.20,0.00,21.6,16.1,19.0,39708.94
2,2022-10-22,2022-10-22T02:56,2022-10-22T13:56,33.20,33.20,0.00,16.3,14.0,14.5,39573.00
2,2022-10-23,2022-10-23T02:57,2022-10-23T13:55,6.10,6.10,0.00,19.2,13.9,15.6,39437.94
2,2022-10-24,2022-10-24T02:58,2022-10-24T13:53,1.30,1.30,0.00,18.8,13.2,15.7,39303.87
2,2022-10-25,2022-10-25T02:59,2022-10-25T13:52,0.90,0.90,0.00,20.0,14.1,16.6,39170.93
2,2022-10-26,2022-10-26T03:00,2022-10-26T13:51,0.00,0.00,0.00,20.6,13.9,17.0,39039.23
2,2022-10-27,2022-10-27T03:01,2022-10-27T13:50,1.60,1.60,0.00,21.0,14.7,17.6,38908.89
2,2022-10-28,2022-10-28T03:02,2022-10-28T13:48,14.60,14.60,0.00,19.0,14.7,16.8,38780.07
2,2022-10-29,2022-10-29T03:03,2022-10-29T13:47,39.10,39.10,0.00,16.1,13.4,15.0,38652.87
2,2022-10-30,2022-10-30T03:04,2022-10-30T13:46,0.00,0.00,0.00,19.3,12.1,15.3,38527.22
2,2022-10-31,2022-10-31T03:05,2022-10-31T13:45,0.00,0.00,0.00,22.2,12.2,16.8,38402.00
2,2022-11-01,2022-11-01T03:06,2022-11-01T13:44,6.50,6.50,0.00,19.8,13.8,16.2,38277.11
2,2022-11-02,2022-11-02T03:07,2022-11-02T13:43,0.90,0.90,0.00,16.0,12.8,14.3,38152.68
2,2022-11-03,2022-11-03T03:08,2022-11-03T13:42,1.80,1.80,0.00,19.6,12.4,15.3,38028.82
2,2022-11-04,2022-11-04T03:09,2022-11-04T13:41,0.00,0.00,0.00,19.9,13.0,15.6,37905.68
2,2022-11-05,2022-11-05T03:10,2022-11-05T13:40,0.90,0.90,0.00,17.9,11.9,14.9,37783.37
2,2022-11-06,2022-11-06T03:11,2022-11-06T13:39,38.20,38.20,0.00,15.1,11.4,12.7,37662.03
2,2022-11-07,2022-11-07T03:12,2022-11-07T13:38,29.60,29.60,0.00,12.6,10.7,11.6,37541.79
2,2022-11-08,2022-11-08T03:13,2022-11-08T13:37,0.00,0.00,0.00,14.6,8.9,11.5,37422.80
2,2022-11-09,2022-11-09T03:14,2022-11-09T13:36,0.00,0.00,0.00,16.3,7.4,12.4,37305.18
2,2022-11-10,2022-11-10T03:15,2022-11-10T13:35,4.20,4.20,0.00,15.3,11.2,13.1,37189.08
2,2022-11-11,2022-11-11T03:16,2022-11-11T13:34,8.70,8.70,0.00,15.8,12.8,13.7,37074.64
2,2022-11-12,2022-11-12T03:17,2022-11-12T13:34,19.50,19.50,0.00,14.0,10.3,12.9,36962.02
2,2022-11-13,2022-11-13T03:18,2022-11-13T13:33,0.00,0.00,0.00,18.7,8.6,12.6,36851.35
2,2022-11-14,2022-11-14T03:19,2022-11-14T13:32,0.10,0.10,0.00,17.5,8.7,13.0,36742.80
2,2022-11-15,2022-11-15T03:21,2022-11-15T13:31,1.30,1.30,0.00,16.7,9.9,13.8,36636.51
2,2022-11-16,2022-11-16T03:22,2022-11-16T13:31,0.00,0.00,0.00,17.6,12.0,14.0,36532.63
2,2022-11-17,2022-11-17T03:23,2022-11-17T13:30,0.20,0.20,0.00,22.4,11.6,16.4,36431.36
2,2022-11-18,2022-11-18T03:24,2022-11-18T13:29,0.00,0.00,0.00,23.3,13.3,16.9,36332.81
2,2022-11-19,2022-11-19T03:25,2022-11-19T13:29,0.00,0.00,0.00,20.6,11.4,14.8,36236.97
2,2022-11-20,2022-11-20T03:26,2022-11-20T13:28,0.00,0.00,0.00,21.7,9.8,14.7,36142.81
2,2022-11-21,2022-11-21T03:27,2022-11-21T13:28,0.00,0.00,0.00,22.4,9.9,14.6,36050.23
2,2022-11-22,2022-11-22T03:28,2022-11-22T13:27,0.00,0.00,0.00,25.4,11.7,17.8,35959.36
2,2022-11-23,2022-11-23T03:29,2022-11-23T13:27,0.00,0.00,0.00,21.3,11.4,15.8,35870.31
2,2022-11-24,2022-11-24T03:30,2022-11-24T13:26,0.00,0.00,0.00,19.1,12.2,14.7,35783.20
2,2022-11-25,2022-11-25T03:31,2022-11-25T13:26,0.00,0.00,0.00,20.7,13.7,15.5,35698.16
2,2022-11-26,2022-11-26T03:32,2022-11-26T13:25,0.00,0.00,0.00,24.8,12.7,16.9,35615.30
2,2022-11-27,2022-11-27T03:33,2022-11-27T13:25,0.00,0.00,0.00,17.5,10.8,14.5,35534.76
2,2022-11-28,2022-11-28T03:34,2022-11-28T13:25,0.70,0.70,0.00,15.5,11.2,13.3,35456.64
2,2022-11-29,2022-11-29T03:35,2022-11-29T13:25,3.10,3.10,0.00,16.8,10.9,13.7,35381.08
2,2022-11-30,2022-11-30T03:36,2022-11-30T13:24,11.70,11.70,0.00,12.8,9.5,11.1,35308.21
2,2022-12-01,2022-12-01T03:37,2022-12-01T13:24,12.70,12.70,0.00,10.0,8.6,9.3,35238.15
2,2022-12-02,2022-12-02T03:38,2022-12-02T13:24,2.50,2.50,0.00,11.2,8.9,9.9,35171.04
